name	taxonomy_id	taxonomy_lvl	GF6-1P.bracken_num	GF6-1P.bracken_frac	GF6-2P.bracken_num	GF6-2P.bracken_frac	GF6-3P.bracken_num	GF6-3P.bracken_frac	GF7-1P.bracken_num	GF7-1P.bracken_frac	GF7-2P.bracken_num	GF7-2P.bracken_frac	GF7-3P.bracken_num	GF7-3P.bracken_frac	P2558.bracken_num	P2558.bracken_frac	P2560.bracken_num	P2560.bracken_frac	P2618.bracken_num	P2618.bracken_frac	P2620.bracken_num	P2620.bracken_frac	Q1T1.bracken_num	Q1T1.bracken_frac	Q2T2.bracken_num	Q2T2.bracken_frac	Q3T3.bracken_num	Q3T3.bracken_frac	Q4T7.bracken_num	Q4T7.bracken_frac	Q4T8.bracken_num	Q4T8.bracken_frac	Q5T4.bracken_num	Q5T4.bracken_frac	Q5T5.bracken_num	Q5T5.bracken_frac	Q5T6.bracken_num	Q5T6.bracken_frac	Q5T9.bracken_num	Q5T9.bracken_frac	Q6T10.bracken_num	Q6T10.bracken_frac
Alcanivorax xenomutans	1094342	S	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium striatum	43770	S	0	0.00000	13	0.00001	0	0.00000	14	0.00001	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter junii	40215	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	305	0.00003	436	0.00008	0	0.00000	0	0.00000	0	0.00000	274	0.00007	98	0.00006	0	0.00000	0	0.00000	0	0.00000	157	0.00004	259	0.00004
Enterococcus mundtii	53346	S	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	82	0.00001	103	0.00002	0	0.00000	0	0.00000	0	0.00000	50	0.00001	21	0.00001	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000
Mycolicibacter terrae	1788	S	0	0.00000	10	0.00001	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Raoultella sp. X13	2259647	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	31	0.00000	40	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus virus bIL67	36343	S	0	0.00000	0	0.00000	0	0.00000	62	0.00003	89	0.00004	78	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000	66202	0.01672	19886	0.01269	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudarthrobacter sulfonivorans	121292	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	42	0.00003	51	0.00001	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arthrobacter sp. QXT-31	1357915	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	89	0.00006	88	0.00002	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas protegens	380021	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	302	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oceanimonas sp. GK1	511062	S	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Miniimonas sp. S16	2171623	S	10	0.00001	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001	36	0.00001	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bifidobacterium dentium	1689	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	76	0.00001	38	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000
Weissella paramesenteroides	1249	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	146	0.00001	784	0.00007	398	0.00008	0	0.00000	0	0.00000	0	0.00000	123	0.00003	52	0.00003	0	0.00000	0	0.00000	0	0.00000	218	0.00006	395	0.00006
Acidipropionibacterium acidipropionici	1748	S	55	0.00004	121	0.00007	12	0.00001	152	0.00007	136	0.00005	122	0.00004	615	0.00011	26	0.00000	1144	0.00011	0	0.00000	1384	0.00093	678	0.00019	318	0.00010	273	0.00007	52	0.00003	0	0.00000	81	0.00004	0	0.00000	0	0.00000	11	0.00000
Streptomyces silaceus	545123	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage phiLC3	12390	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	135	0.00002	42	0.00000	75	0.00001	81	0.00002	0	0.00000	0	0.00000	0	0.00000	315	0.00008	114	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Carnobacterium maltaromaticum	2751	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2471	0.00044	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	71	0.00002	54	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Microbacterium aurum	36805	S	26	0.00002	12	0.00001	0	0.00000	33	0.00001	13	0.00001	32	0.00001	0	0.00000	61	0.00000	0	0.00000	10	0.00000	36	0.00002	23	0.00001	42	0.00001	22	0.00001	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermobispora bispora	2006	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Collinsella aerofaciens	74426	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	65	0.00029	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodococcus sp. WMMA185	679318	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000	45	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus virus 712	213769	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	76	0.00001	0	0.00000	46	0.00000	66	0.00001	0	0.00000	0	0.00000	0	0.00000	3195	0.00081	861	0.00055	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00001
Yersinia rohdei	29485	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001	30	0.00000
Streptococcus dysgalactiae	1334	S	0	0.00000	11	0.00001	22	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	342	0.00002	408	0.00004	258	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	123	0.00003	317	0.00005
Streptomyces formicae	1616117	S	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterobacter cancerogenus	69218	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	52	0.00001	62	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium shigaense	722731	S	0	0.00000	21	0.00001	0	0.00000	33	0.00001	21	0.00001	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus phage LBR48	755164	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	205	0.00005	45	0.00003	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000
Enterobacter sp. ODB01	1827481	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000
Psychrobacter sp. G	571800	S	0	0.00000	147	0.00008	34	0.00004	0	0.00000	0	0.00000	11	0.00000	144	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	715	0.00018	134	0.00009	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium urealyticum	43771	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Comamonas kerstersii	225992	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Marinobacter psychrophilus	330734	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Staphylococcus piscifermentans	70258	S	22	0.00002	21	0.00001	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	51	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingobacterium sp. ML3W	1538644	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	56	0.00001	338	0.00005
Staphylococcus kloosii	29384	S	1391	0.00098	652	0.00037	306	0.00034	834	0.00037	1675	0.00068	2586	0.00091	52	0.00001	449	0.00003	2808	0.00027	2161	0.00042	53	0.00004	0	0.00000	16	0.00001	0	0.00000	21	0.00001	52	0.00023	952	0.00049	45	0.00004	65	0.00002	132	0.00002
Elizabethkingia bruuniana	1756149	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	153	0.00004	989	0.00015
Halomonas sp. KO116	1504981	S	29	0.00002	0	0.00000	0	0.00000	1431	0.00063	232	0.00009	2371	0.00083	3566	0.00064	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	255	0.00006	45	0.00003	10	0.00004	1332	0.00069	100	0.00009	0	0.00000	69	0.00001
Bacillus thuringiensis	1428	S	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	269	0.00005	0	0.00000	87	0.00001	73	0.00001	0	0.00000	0	0.00000	0	0.00000	208	0.00005	61	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	55	0.00001
Kocuria rhizophila	72000	S	310	0.00022	348	0.00020	130	0.00014	215	0.00009	276	0.00011	333	0.00012	369	0.00007	92	0.00001	479	0.00005	21	0.00000	356	0.00024	952	0.00026	337	0.00011	523	0.00013	74	0.00005	0	0.00000	473	0.00024	64	0.00006	72	0.00002	68	0.00001
Citrobacter sp. CFNIH10	1920110	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Acidipropionibacterium sp. JS278	2057246	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	19	0.00001	10	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Marinobacterium aestuarii	1821621	S	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces lunaelactis	1535768	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Elizabethkingia meningoseptica	238	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	162	0.00004	885	0.00014
Choristoneura fumiferana granulovirus	56947	S	0	0.00000	0	0.00000	11	0.00001	14	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	11	0.00000	25	0.00001	44	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00000
Lactobacillus sakei	1599	S	0	0.00000	51	0.00003	71	0.00008	136	0.00006	394	0.00016	289	0.00010	136	0.00002	811	0.00005	211	0.00002	66	0.00001	0	0.00000	0	0.00000	0	0.00000	84	0.00002	31	0.00002	0	0.00000	0	0.00000	0	0.00000	300	0.00008	550	0.00008
Serinicoccus sp. JLT9	1758689	S	16	0.00001	18	0.00001	0	0.00000	61	0.00003	26	0.00001	59	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00002	50	0.00001	26	0.00001	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000
Gordonia phthalatica	1136941	S	27	0.00002	44	0.00002	0	0.00000	30	0.00001	11	0.00000	18	0.00001	69	0.00001	0	0.00000	11	0.00000	0	0.00000	44	0.00003	42	0.00001	66	0.00002	10	0.00000	0	0.00000	0	0.00000	32	0.00002	0	0.00000	0	0.00000	0	0.00000
Streptomyces xinghaiensis	1038928	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00002	25	0.00001	17	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Advenella mimigardefordensis	302406	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	113	0.00008	10	0.00000	235	0.00008	0	0.00000	432	0.00028	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Klebsiella oxytoca	571	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	102	0.00002	21	0.00000	1625	0.00015	1445	0.00028	0	0.00000	0	0.00000	0	0.00000	5298	0.00134	2585	0.00165	0	0.00000	0	0.00000	0	0.00000	47	0.00001	160	0.00002
Rhodococcus sp. MTM3W5.2	1805827	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	25	0.00001	48	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium terpenotabidum	89154	S	35	0.00002	15	0.00001	0	0.00000	19	0.00001	330	0.00013	0	0.00000	96	0.00002	10	0.00000	346	0.00003	0	0.00000	25	0.00002	44	0.00001	86	0.00003	242	0.00006	251	0.00016	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterococcus casseliflavus	37734	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	47	0.00001	29	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Auricoccus indicus	1849491	S	3565	0.00251	10879	0.00613	313	0.00035	49	0.00002	115	0.00005	73	0.00003	74	0.00001	66	0.00000	225	0.00002	43	0.00001	295	0.00020	0	0.00000	0	0.00000	12	0.00000	13	0.00001	262	0.00118	13	0.00001	327	0.00030	49	0.00001	199	0.00003
Corynebacterium crudilactis	1652495	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	835	0.00015	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus equi	1336	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Staphylococcus aureus	1280	S	6264	0.00441	16044	0.00904	7985	0.00884	14455	0.00638	17608	0.00711	34835	0.01227	3649	0.00065	12127	0.00073	12024	0.00115	6753	0.00130	597	0.00040	55	0.00002	131	0.00004	123	0.00003	181	0.00012	1821	0.00818	7492	0.00387	2407	0.00218	2330	0.00062	2465	0.00038
Lawsonella clevelandensis	1528099	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus virus phiJL1	235201	S	0	0.00000	0	0.00000	0	0.00000	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Leuconostoc lactis	1246	S	0	0.00000	20	0.00001	37	0.00004	52	0.00002	73	0.00003	94	0.00003	1830	0.00033	18751	0.00113	65	0.00001	83	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium vitaeruminis	38305	S	0	0.00000	0	0.00000	0	0.00000	55	0.00002	39	0.00002	26	0.00001	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium phocae	161895	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00001	19	0.00001	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Macrococcus canis	1855823	S	15	0.00001	18	0.00001	0	0.00000	31	0.00001	208	0.00008	249	0.00009	0	0.00000	150	0.00001	50	0.00000	35	0.00001	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	17	0.00000
Streptomyces sp. SM18	1736046	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Curtobacterium sp. BH-2-1-1	1905847	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium indologenes	253	S	0	0.00000	0	0.00000	30	0.00003	17	0.00001	0	0.00000	188	0.00007	0	0.00000	31	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	577	0.00015	131	0.00008	34	0.00015	0	0.00000	0	0.00000	51817	0.01369	303126	0.04672
Salmonella phage SSU5	1177632	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brevibacterium linens	1703	S	14828	0.01044	9192	0.00518	3190	0.00353	26756	0.01181	57503	0.02321	20208	0.00712	33302	0.00596	1337	0.00008	24857	0.00237	758	0.00015	7303	0.00490	13612	0.00375	10473	0.00337	5431	0.00137	1739	0.00111	508	0.00228	8793	0.00454	1190	0.00108	864	0.00023	1466	0.00023
Pediococcus pentosaceus	1255	S	0	0.00000	0	0.00000	16	0.00002	238	0.00011	1232	0.00050	577	0.00020	45	0.00001	24	0.00000	972	0.00009	207	0.00004	0	0.00000	0	0.00000	0	0.00000	205	0.00005	118	0.00008	0	0.00000	0	0.00000	0	0.00000	80	0.00002	108	0.00002
Aurantimicrobium sp. MWH-Mo1	1987356	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arthrobacter sp. YN	2020486	S	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00002	23	0.00001	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodococcus erythropolis	1833	S	18	0.00001	67	0.00004	21	0.00002	0	0.00000	0	0.00000	11	0.00000	10	0.00000	32	0.00000	0	0.00000	0	0.00000	27	0.00002	82	0.00002	254	0.00008	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium singulare	161899	S	74	0.00005	85	0.00005	0	0.00000	10	0.00000	27	0.00001	52	0.00002	1049	0.00019	125	0.00001	418	0.00004	10	0.00000	390	0.00026	1059	0.00029	1101	0.00035	359	0.00009	137	0.00009	0	0.00000	400	0.00021	10	0.00001	11	0.00000	31	0.00000
Staphylococcus cohnii	29382	S	1379	0.00097	3226	0.00182	2497	0.00277	2255	0.00100	2776	0.00112	4310	0.00152	1046	0.00019	3979	0.00024	1710	0.00016	884	0.00017	233	0.00016	39	0.00001	17	0.00001	58	0.00001	49	0.00003	145	0.00065	1388	0.00072	124	0.00011	169	0.00004	386	0.00006
Serratia plymuthica	82996	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	49	0.00000	51	0.00000	54	0.00001	0	0.00000	0	0.00000	260	0.00008	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kosakonia sacchari	1158459	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	135	0.00003	117	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halotalea alkalilenta	376489	S	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium arcticum	1784713	S	11	0.00001	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodococcus sp. B7740	1564114	S	19	0.00001	33	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00003	30	0.00001	82	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacterioplanes sanyensis	1249553	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Agrobacterium tumefaciens	358	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000
